e55c2f54-3aa5-4887-bec0-d5aa8ff4398b;false;410;FREE
a35b7cc3-0fa9-4343-9eb0-5923b7a556fa;false;412;FREE
e80d7168-ccec-4299-99b8-570519a1dccc;false;503;FREE
930d03c9-dd82-4a6b-88e3-2a8d719593f6;false;308;FREE
557c4eea-9abf-40c1-abe9-25e248071871;false;515;FREE
13192659-1bc8-4a12-9ead-a1cc95373e83;false;205;FREE
3cc542ad-f002-48fc-a2ef-fb9fc91a3f85;false;301;FREE
b8d6cdb1-8e25-4050-803e-3c9f17a3262b;false;218;FREE
9ccb6b0a-d068-4505-aa43-22f604ac6df4;false;118;FREE
a8adb17c-87ad-42b8-8197-d31b9389ef25;false;224;FREE
700e0422-0ad0-4d1f-8eed-1a03b51c4ee8;false;213;FREE
6cf37731-3f85-4da2-90d1-41e99295868b;false;107;FREE
48d5d8e7-4460-4e3a-abe8-825b0dc68273;false;111;FREE
be2dd32d-2729-4b7e-8fed-d64ff26cc482;false;307;FREE
c879ec09-6bd0-480d-ae6e-bea97ef6dd0f;false;315;FREE
37ff8b9f-feff-4a82-865f-0efae4d1c30c;false;524;FREE
ec0ec5bc-3403-49c6-a9dd-8f8d965c96db;false;422;FREE
5c644e56-5230-435e-8f07-c682de88c581;false;416;FREE
47c6f750-8aa0-49ac-a2e6-46f93229e83b;false;409;FREE
50881ab5-2ce6-488c-8a36-e915f5a86b99;false;303;FREE
d063e4aa-00a6-4161-a639-4858250748b9;false;209;FREE
e69acc3e-7606-437a-ad32-ec6584f10783;false;214;FREE
d312857f-04a8-4912-a430-ed75ad7e89fe;false;411;FREE
e9fa2cfc-5e95-42a8-ab05-a36684096fba;false;310;FREE
6ea70a64-3df0-4a71-b81a-4ab570861eb3;false;320;FREE
cabc994f-2362-464a-82e3-e714616558b7;false;401;FREE
73815f57-f1b6-49da-9279-c38338d55816;false;109;FREE
f20f26d2-1e51-4fca-a7db-c1344b7dc59b;false;123;FREE
8236d70c-8602-4288-8e1d-3473ff4a625b;false;204;FREE
60c04d03-a4be-40cb-827c-f4aaca6af20d;false;305;FREE
55a13433-1459-4bd9-a6bd-25b8add33aed;false;408;FREE
4391a568-f420-43f0-bae3-d0f810057e5c;false;324;FREE
02bed115-2f4f-4f47-bd3b-7894be533bde;false;106;FREE
deafa180-697d-431e-9b9c-b025348ccac0;false;116;FREE
e9a1ede6-fc35-4cde-b76b-12f8b5089bd1;false;417;FREE
2134c8fb-750b-4daa-bf31-7a1a7f0a460d;false;105;FREE
b8eebf4e-7f6f-447c-b64e-04eeb1451938;false;207;FREE
2c36dcaa-6338-489a-b42a-577cf586ac3c;false;405;FREE
ed2a398d-f727-42f2-917e-5d3ed15f7c25;false;311;FREE
a1780fa8-1dd6-4bf4-983a-91bcaf69c820;false;319;FREE
abcf46e3-b648-4bc4-819c-c9f1e6f8923b;false;518;FREE
71b303f6-f03a-4134-8605-a87750e0cb13;false;221;FREE
cd9eaeae-b54d-4f76-837d-8eea4a2d644b;false;318;FREE
1cb660f4-c822-4e57-8fa2-614abb1ed8d7;false;501;FREE
751d5708-6783-4f2d-8dd6-fb4e2611c814;false;520;FREE
9ff03868-5406-448a-bad6-60ea2a2fa8b2;false;415;FREE
98298de8-246e-49af-a601-452aabc035ab;false;313;FREE
a721b229-45b4-48ef-b316-122c91dab115;false;117;FREE
e4159e09-62cb-431d-b819-829632dd4315;false;312;FREE
4193aaa3-b475-41c0-9f88-08a418368371;false;201;FREE
ef530d4e-a61a-413e-806c-cf317d8b2047;false;516;FREE
980610e6-7e98-4d11-a259-7c8f5022ea71;false;519;FREE
554ffb49-c662-41fa-b6ad-35779ba59931;false;104;FREE
b993ef7d-ba64-47ef-809e-4b5287374064;false;304;FREE
d0c70c92-0969-4f82-bcc6-c62a212758e7;false;510;FREE
fa053bb6-841e-4f31-a3f7-371b6899e0a5;false;421;FREE
7a6bcc0e-aa59-480e-b50d-2db528398ca2;false;521;FREE
51f12c6f-a189-4614-889d-6d4b821df197;false;306;FREE
d32c9ec9-3fac-45e7-8442-ccfdc4070fd9;false;801;CLEANING
381223d5-c72b-4c99-ac71-1e5fb9d3428d;false;309;FREE
ffea9947-b132-4134-8fe9-46fc5fc47613;false;115;FREE
bbd7c136-3796-4ed8-96ff-21238ba64fd2;false;507;FREE
01e90340-1453-4fa9-90f3-52063f2d4017;false;314;FREE
43a3347b-7491-4580-a1a8-c466b3613826;false;511;FREE
f5a05f84-1d5c-46c8-be71-5f988bf495c0;false;223;FREE
b2e59cd9-0f15-49d9-86ac-6c08dd0c6e8f;false;402;FREE
74258d36-2012-43cc-92c9-632ff5c0de9a;false;102;FREE
59d62c4d-d8e1-49a7-9b21-cefe77b1625f;false;508;FREE
2cc647a4-7fca-4ce7-8158-4827a428ad3e;false;407;FREE
6ad05af3-e1fd-4853-a69b-8e4e92c59de0;false;219;FREE
5ff158f2-1fa8-4502-bf85-3ba24e24655f;false;302;FREE
74d5ae4c-0a9b-4d33-a2fa-8ddea948f29b;false;120;FREE
ee739411-8b13-4b01-918b-afd6099e5e3a;false;101;FREE
1602ee43-f462-4f8f-b500-3279a68da3a0;false;206;FREE
1eec3530-26c5-4b8e-8e1b-aafbe56532b6;false;413;FREE
ae48a3bc-3c4e-4731-86f7-72b8815fb7a0;false;323;FREE
791ac503-20ac-48ed-a6b8-23b5dc42dea4;false;504;FREE
8c4b4514-9ce6-4629-a7ba-16efe4b889af;false;414;FREE
4a4a0ab6-3c95-46d1-9ca3-8baa7ebf7935;false;322;FREE
bf5e988d-677f-4187-9a18-61f13218af2f;false;512;FREE
92985309-908f-465f-8269-3a98768ab67f;false;202;FREE
2ad694d8-9ba4-4600-9821-cfb93f2b1b90;false;418;FREE
66bf7531-2ebf-4ae9-8cc1-aaaa500bb796;false;211;FREE
fc3ba432-fbf3-4835-81da-3efc54187bc9;false;103;OCCUPIED
0801d6d8-205e-423e-b8be-7bc8b8a3a171;false;212;FREE
2f44268b-5526-44a1-9563-265cac8496c3;false;216;FREE
20a58c65-06fe-402d-a0b7-de56e6d4f3d0;false;506;FREE
414d8474-30e0-4a21-9215-989c4fda471e;false;523;FREE
bb6fae7a-ca70-4c9e-bf17-f7927402a8d4;false;522;FREE
6230c0c1-39ad-45d8-997d-82ecf780e152;false;321;FREE
aa35a827-4d1a-4ae4-a757-6e20c48d3e81;false;112;FREE
f45da357-f204-45d5-8100-3f97556ea09c;false;110;OCCUPIED
b960e02a-97ce-458d-84e1-6b3c9bdd227e;false;203;FREE
984c00a5-5358-4f00-bebc-f073dbb378c1;false;121;FREE
f9f6384c-c109-487f-a59a-4abe475872f3;false;317;FREE
88925643-afa8-402f-99d3-1d9d4dd3e55f;false;215;FREE
40b1f0ff-f48e-43a7-af95-ef71c33e41fc;false;114;FREE
e761cc76-31bd-4d94-8124-452ea53fb9a6;false;513;FREE
f634636e-bfb2-4a2c-95a8-9d42d38d0e12;false;108;FREE
42210bac-65e7-47e7-9d61-baba281ddfcb;false;403;FREE
208426c5-539d-4dd2-bcba-c38215b7dd4c;false;210;FREE
38ce4374-f964-4d0b-9ebb-f8a9c7a8bfa4;false;601;FREE
81410272-94f8-4bb1-b1fa-564ddfc23119;false;124;FREE
08af6235-7641-4435-abdd-b7fe91461b40;false;316;FREE
480eca5b-8969-4d28-a8fd-016d82b0b666;false;404;FREE
3d46ec72-381e-4446-a305-ddc1b5d1a0af;false;406;FREE
54a192d9-b643-48e9-af78-da822e4dbc23;false;505;FREE
a115b31c-ff3f-4581-ab46-2d198cc50abf;false;420;FREE
2cf7f8ee-d394-4ec2-a5c4-ae821926163c;false;122;FREE
937e3434-5014-48ab-b40c-94f519874721;false;217;FREE
7785332e-1805-4ff4-81cc-be91ea1cda08;false;208;FREE
f963acbc-bb9e-42a9-8491-84c23b58ff1b;false;423;FREE
f6320b87-f685-41d8-8fe5-00418f903a2a;false;502;FREE
4e797328-0798-4a01-b4ce-88eedf65ef48;false;514;FREE
a2511176-ea94-4232-a186-8ca87310511c;false;517;FREE
074116a8-a7a6-4da2-be0b-cb02a0152106;false;701;FREE
7ae30ce5-f46e-41ef-96bf-755b46999389;false;220;FREE
3e83091b-30cd-4adc-b604-84eb55440624;false;222;FREE
aac4c1e4-52d6-4338-83de-ea09ad7ea2fb;false;424;FREE
0f37997d-6efe-4733-b065-32ec6e3c7dcb;false;119;FREE
3a22cf97-abdb-4530-a726-a9a1da0ab818;false;113;FREE
599a567a-2e55-4c54-8efa-5287323cdea3;false;509;FREE
62f6b8b6-e7ab-4b42-afac-4af88161aac0;false;419;FREE
